1,用玻璃圍得緊緊的，卻不把玻璃擦乾淨  
1,每天營業的卡拉OK，吵死人，市府水力處互丟皮球，無做為不管理，爛死了  
1,交通方便又可以健身的大眾路線是初級走山好去處必備物品一水帽子雨傘或雨衣穿舒適登山鞋或雨鞋乾糧手機+上衣…  
1,一進去就蜂的聲音很大聲就不敢爬了  
1,某館員真是華啊，一段令人發笑的對話   華：因為台灣受日本統治，所以日本才一蹶不振?你看看日本剩下什麼?   A：很多啊，動畫產業   (光和服、建築、歷史背景、國力、經濟、社區、環境樣樣都說不完比KMT統治下的台灣好太多太多，)   華：你知道今年日本倒了多少家動畫公司嗎？   (倒了又如何？我們連能倒的動畫公司的都沒有啊哈哈哈，就算有好了，也請你舉出KMT統治下的動畫公司倒了幾家啊哈哈哈)   A：不知道   華：像七大罪的公司就倒了   (倒了再多家也比KMT統治的台灣多好幾倍的動畫產值，即使動畫產值減少，至少人家有動畫可以產出經濟和文化輸出，KMT有什麼動畫能拿出來跟日本比?也請你舉例一下啊哈哈哈)   A：要做第二季了啊   華：......  
1,溜滑梯品質一開始就爛到不行。  
1,水很深很深的一個地方   沒啥觀念的少在這消費  
1,不怎麼樣！   文青，就是另一種向大眾要錢的方式，變相是商業模式。  
1,數十年如一日 滿街的娃娃機店 不會想去了  
1,"假日去,沒有參拜指引,有一群人坐在廟門二側,好像廟是他們家開的。好像要買金紙才能拜,觀感非常不好。和地藏法會期間的盛況天差地別。  "
1,每次只有活動或是展覽，周邊的商家才會有生意的地方...          每次只有活動或是展覽，週邊的商家才會有生意的地方...  
1,人多路小 沒停車位 儘管是美不勝收 但是環境規劃實在欠缺  
1,某些店家在網路上po商品，去到實體店面根本沒貨，有被騙的感覺  
1,拍照也要接受盤問，是能有什麼事！還是站外面也有事！保全是什麼執法人員？！共產黨嗎！  
1,鄉愿老公：拆廁所？！太可笑了吧？          鄉願老公：拆廁所​​？ ！太可笑了吧？  
1,地板太滑害我滑倒手還破皮流血  
1,服務態度不佳、預約時問了一堆個資，結果竟沒排進去，害我們空等...%&¥¢~>_<*...  
2,互動教育少，一堆看板照相，和一堆影片打發  
2,"很難想像這是""台北市“的棒球場，只比嘉義球場好了個大螢幕的電子計分板。  "
2,一年座13次火車 沒有一次會準時  
2,違建太多 到處都是鐵皮屋  
2,應該還沒有規劃完成吧 完全不知道瓶蓋怎麼製作 只有文創的場地。  
2,要注意店家營業時間 但似乎都沒有開很晚  
2,從捷運芝山站過來看似很近，但要過馬路要等2-3個很久的紅綠燈，所以要預留5-8分鐘給等紅綠燈，雖然算新，但座位設備一般，座位沒有高低差會被前方擋住，一般不會想來這看演出。  
2,"注意!蟲，掉落在身上會很癢(在後脖子爬，我因用手撥開，沒看到，醫生說疑似隱翅蟲,要立刻用水清洗，千萬不可打死，因它身體內毒腋很多會大面積潰瘍且會擴散，要用吹氣或抖動使其掉落，第4天了還在癢)。  "
2,風景美   氣氛佳   但有人在大聲講電話  
2,老人家要去洗手間要走上拱橋樓梯不方便  
2,嗅到很大的琉璜味；由於位置在山上風很大舒服涼快！  
2,维护不好，摇摇欲坠          維護不好，搖搖欲墜  
2,目前一小段步道坍方。而就台北市其他的親山步道來比較， 此處多階梯，坡度陡，路面較不平整。串接的下菁礐步道還較為好走。  
2,亂!看不出任何深入點文化面的介紹  
2,大稻程，古早的港口，商品交易中心，新思維、文化交流場所，時代變化下的遺產，有時間練身體，顧健康，就來此，找巷弄逛逛，早一步，回味從前，晚一步，消失時代中⋯  
2,除了部份原民文物收藏展出外，其實內容貧乏，看不出收費150元的價值在那！或許只適合對原民毫無認知的人看看。  
2,店面應該有一半以上沒開在招租，但排隊店照排。  
3,建物本身感覺沉重，門牌資訊希望多做說明  
3,建築物很有特色，色彩鮮豔，但位置較隱蔽。  
3,夢幻湖，小小的。沒有大湖公園漂亮。  
3,還方便的停車位，價格“親民”的“供餐部”（只是，果腹還行，千萬不要有“期望”@@）  
3,吃的種類蠻多，但是動線規劃不是很好  
3,優   停車位多   不用收費      缺   能玩的遊戲設備很少   如有使用嬰兒推車不方便  
3,虎山爬山路口，還沒進去過  
3,日式佛寺，氣氛幽靜，有出家人是莊嚴的小佛寺  
3,  從R22(A)新北投站步行即可到達。進入入口後，非常炎熱和潮濕。當風吹來時，您可以看到霧氣在水面上移動。如果仔細觀察，可以看到從底部升起的溫泉。如果您正在訪問北投地區，建議至少訪問一次。      
3,到訪日為 2022 年九月 25 日早晨五點半，陰雨，來參加 2022 年的舒跑杯路跑賽。  
3,是一個古舊的小劇場花小小的錢就可以來體驗  
3,  路燈生活館   洪美達美先生真是太神奇了      
3,  年輕人可能不是很感興趣？ ！   如果幸運的話，你可能會看到改變警衛的表現      
3,東西漲價的很多買不下去  
3,小吃街，沒什麼好挑剔，也沒什麼特別有特色的  
3,  離饒河街觀光夜市最近的車站   如果它是十多年來第一次來，那將是一個很棒的車站建築！      
3,食物真的已經不能跟以前比了  
4,放鬆身心的好去處，享受在被藝術品包圍的環境中喝杯下午茶點  
4,老商場、 老地標， 可以來此購買特定的物品。  
4,有名的滷味，還有多樣小吃另外還有購買衣服的店，適合女生。  
4,忠義環山步道路程不長 難度低   重點是交通方便   從（面向）廟的右方上山是階梯步道   左側是一小段車道 上山有泥石路需要繩索手腳並用  
4,在附近社區中很小巧的公園，累得時後可以來休息下，旁邊很多鳥的石像，很有不一樣感覺。   這邊鳥群非常多，一直鳥叫聲覺很特別。  
4,台北很舒服的半山廟宇，環境清幽，景觀無敵。參拜同時，也可享受美味咖啡。  
4,可以在橋邊水流處，看見突兀的粉紅色一坨一坨的像明太子的東西   是害蟲福壽螺的卵...   草叢邊也能長出白菇...   真的很生態的地方  
4,市區附近。很快抵達。步道可四通八達。  
4,"神威顯赫!工作人員態度親切,來參拜都會有幸福感!  "
4,台北郵局60年代約會好地點，附近還有聞名的中華商場，無論是逛街或者約會小吃都是當時的台北地標首選  
4,  我讓吳先生看的。還有一個年輕人是翻譯，我可以安靜地聽算命。據說不馬虎，所以強烈推薦給不擅長自信語氣的人。      
4,用心找可以找到不錯價格的商品  
4,從陽明自來水營業分處大門進入，假日大門關閉，可由大門一旁進入，可由停車場左右兩邊登山口進入，裡面除了古蹟水神社之外還有活水頭幾棟小建築物  
4,吃吃喝喝去   水煎包最好吃  
4,很多展覽都在這裡辦，很不錯！  
4,很大的公園，小孩可以玩得很開心。  
4,  你必須爬一些樓梯，但這絕對值得      
5,河畔散步，觀景市集，美景盡收眼底，尤其在黃昏時分或是夜景都是讓人心曠神怡喔！  
5,塵囂中的寧靜，園區內景色很好，可以悠晃一日。  
5,造景維持用心，餐點好吃。沒有時間限制很sweet 。夏天避暑好去處。  
5,去了別忘記吃支孫運璿限定冰棒，花生香濃口感顆粒，台電特製口味，只在這裡吃得到。  
5,4F、5F古今中外各式精緻逼真的船艦模型應有盡有，2F展間有貨櫃輪船實品介紹及展示，基金會設計的實境尋寶遊戲讓全校師生滿場跑的不亦樂乎。(絕對比官方網站上看起來有意思多了)  
5,舒服的廣場，常有一些裝置藝術或街頭藝人表演  
5,歷史遺跡，可以關注旁邊的導覽介紹  
5,跟華西街、廣州街夜市混在一塊的夜市   這邊主要以露天小吃攤為主，富含傳統夜市風情，在12巷那個區塊裡有公廁   實際上乾不乾淨、能不能使用待後續追蹤  
5,2018迎接狗年，永樂市場素食老闆請來自彰化北上的老師揮毫，分文不取，感恩！  
5,很有特色的商店，值得再度光臨！  
5,整體舒服 讓人想要再訪 棒棒！  
5,一代文豪巨擘，睹物思人，思古幽情，適合安排的景點之一。   也看看那個時代的變遷，一個讀書人應該有的志向與抱負，可依作為後生晚輩的我們借鏡，知道自己還野所不足之處。  
5,爬山的好所在，   當天正在維修無法走到攻頂，   只到800公里。  
