google_url,place_name,total_rating,place_category,total_reviews,cost,address,district,eat_in,to_go_1,to_go_2,delivery,opening_hour,website,phone,close,place_acquisition_date,file_name_1,monday,tuesday,wednesday,thursday,friday,saturday,sunday,new_district,new_rating,new_review,latitude,longitude,new_place_category
"https://www.google.com.tw/maps/place/%E5%A4%A7%E7%A8%BB%E5%9F%95%E7%A2%BC%E9%A0%AD%E8%B2%A8%E6%AB%83%E5%B8%82%E9%9B%86/@23.546162,120.6402133,8z/data=!4m5!3m4!1s0x3442a91146436021:0x6dafa0aee6af38bf!8m2!3d25.0561339!4d121.5074245?hl=zh-TW",大稻埕碼頭貨櫃市集,4.5,旅遊景點,1834.0,, 103台北市大同區,Plus Code: 3G44+FX 大同區 台北市,0,0,0,0,星期三、16:00 到 00:00; 星期四、16:00 到 00:00; 星期五、16:00 到 00:00; 星期六、12:00 到 00:00; 星期日、12:00 到 00:00; 星期一、16:00 到 00:00; 星期二、16:00 到 00:00. 隱藏本週營業時間,https://www.facebook.com/M.DaDaoCheng/,,,2022-11-23,a0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",大同區,4,1001-2000,25.0561339,121.5074245,渡輪碼頭
"https://www.google.com.tw/maps/place/%E9%97%9C%E6%B8%A1%E7%A2%BC%E9%A0%AD/@23.546162,120.6402133,8z/data=!4m5!3m4!1s0x3442af6e97a707ef:0xd2c2fd02bda75f14!8m2!3d25.1206151!4d121.4605922?hl=zh-TW",關渡碼頭,4.3,渡輪碼頭,171.0,, 112台北市北投區,Plus Code: 4FC6+66 北投區 台北市,0,0,0,0,,http://taiwan.net.tw/m1.aspx?sNo=0001090&id=34173,,,2022-11-23,a1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",北投區,4,51-200,25.1206151,121.4605922,渡輪碼頭
"https://www.google.com.tw/maps/place/%E5%A4%A7%E4%BD%B3%E7%A2%BC%E9%A0%AD/@23.546162,120.6402133,8z/data=!4m5!3m4!1s0x3442ac001be19b15:0xf9bc92e1a579e2f9!8m2!3d25.0761837!4d121.5374097?hl=zh-TW",大佳碼頭,4.3,海港,10.0,, 10491台北市中山區,,0,0,0,0,,,,,2022-11-23,a2,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",中山區,4,0-50,25.0761837,121.5374097,渡輪碼頭
"https://www.google.com.tw/maps/place/%E9%9B%99%E6%BA%AA%E6%B2%B3%E6%BF%B1%E5%85%AC%E5%9C%92/@23.546162,120.6402133,8z/data=!4m5!3m4!1s0x3442ae97fd93f2bb:0xd37a39b3faa3df90!8m2!3d25.099919!4d121.528024?hl=zh-TW",雙溪河濱公園,4.2,公園,4849.0,, 111台北市士林區福林路,Plus Code: 3GXH+X6 士林區 台北市,0,0,0,0,星期三、24 小時營業; 星期四、24 小時營業; 星期五、24 小時營業; 星期六、24 小時營業; 星期日、24 小時營業; 星期一、24 小時營業; 星期二、24 小時營業. 隱藏本週營業時間,https://heo.gov.taipei/News_Content.aspx?n=E65DBD99C91AEAC4&sms=3A0FD6D3764BFBA7&s=7E5BD7EF3432ED68,,,2022-11-23,a4,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",士林區,4,3001 up,25.099919,121.528024,公園
"https://www.google.com.tw/maps/place/%E5%A4%A9%E6%AF%8D%E5%8F%A4%E9%81%93%E8%A6%AA%E5%B1%B1%E6%AD%A5%E9%81%93/@23.546162,120.6402133,8z/data=!4m5!3m4!1s0x3442ae7e869f9a3f:0x316445887806c1dc!8m2!3d25.1276355!4d121.5336739?hl=zh-TW",天母古道親山步道,4.4,行山徑,3471.0,, 111台北市士林區中山北路七段,Plus Code: 4GHM+3F 士林區 台北市,0,0,0,0,星期三、24 小時營業; 星期四、24 小時營業; 星期五、24 小時營業; 星期六、24 小時營業; 星期日、24 小時營業; 星期一、24 小時營業; 星期二、24 小時營業. 隱藏本週營業時間,https://www.travel.taipei/zh-tw/attraction/details/17,,,2022-11-23,a5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",士林區,4,3001 up,25.1276355,121.5336739,風景區
"https://www.google.com.tw/maps/place/%E5%9C%8B%E7%AB%8B%E8%87%BA%E7%81%A3%E7%A7%91%E5%AD%B8%E6%95%99%E8%82%B2%E9%A4%A8/@23.546162,120.6402133,8z/data=!4m5!3m4!1s0x3442aeb8cbc067e3:0xf4ede97e74e06013!8m2!3d25.0962609!4d121.5164742?hl=zh-TW",國立臺灣科學教育館,4.3,科學館,7022.0,$$, 111台北市士林區士商路189號,Plus Code: 3GW8+GH 士林區 台北市,0,0,0,0,星期三、09:00 到 17:00; 星期四、09:00 到 17:00; 星期五、09:00 到 17:00; 星期六、09:00 到 18:00; 星期日、09:00 到 18:00; 星期一、休息; 星期二、09:00 到 17:00. 隱藏本週營業時間,https://www.ntsec.gov.tw/, 02 6610 1234#1000,,2022-11-23,a6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0]",士林區,4,3001 up,25.0962609,121.5164742,科學館/博物館
"https://www.google.com.tw/maps/place/%E5%9C%8B%E7%AB%8B%E4%B8%AD%E6%AD%A3%E7%B4%80%E5%BF%B5%E5%A0%82/@23.546162,120.6402133,8z/data=!4m5!3m4!1s0x3442a99db9a2a94d:0x43e9034292df69b2!8m2!3d25.0345393!4d121.5214152?hl=zh-TW",國立中正紀念堂,4.4,文化地標,61282.0,, 100台北市中正區中山南路21號,Plus Code: 2GMC+RH 中正區 台北市,0,0,0,0,星期三、09:00 到 18:00; 星期四、09:00 到 18:00; 星期五、09:00 到 18:00; 星期六、09:00 到 18:00; 星期日、09:00 到 18:00; 星期一、09:00 到 18:00; 星期二、09:00 到 18:00. 隱藏本週營業時間,http://www.cksmh.gov.tw/, 02 2343 1100,,2022-11-23,a7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0]",中正區,4,3001 up,25.0345393,121.5214152,歷史景點
"https://www.google.com.tw/maps/place/%E5%9C%8B%E6%B0%91%E9%9D%A9%E5%91%BD%E5%BF%A0%E7%83%88%E7%A5%A0(%E8%87%BA%E5%8C%97%E5%BF%A0%E7%83%88%E7%A5%A0)/@23.546162,120.6402133,8z/data=!4m5!3m4!1s0x3442aeaba3379c6f:0x2ecd7b9fa0d8c596!8m2!3d25.0794115!4d121.5329556?hl=zh-TW",國民革命忠烈祠(臺北忠烈祠),4.3,歷史景點,4062.0,, 10491台北市中山區北安路139號,Plus Code: 3GHM+Q5 中山區 台北市,0,0,0,0,星期三、09:00 到 17:00; 星期四、09:00 到 17:00; 星期五、09:00 到 17:00; 星期六、09:00 到 17:00; 星期日、09:00 到 17:00; 星期一、09:00 到 17:00; 星期二、09:00 到 17:00. 隱藏本週營業時間,https://afrc.mnd.gov.tw/faith_martyr/index.aspx, 02 2885 4162,,2022-11-23,a8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0]",中山區,4,3001 up,25.0794115,121.5329556,歷史景點
"https://www.google.com.tw/maps/place/%E9%99%BD%E6%98%8E%E5%B1%B1%E4%B8%AD%E5%B1%B1%E6%A8%93/@23.546162,120.6402133,8z/data=!4m5!3m4!1s0x3442adf617c0d8e1:0x1722f7b28ef3f040!8m2!3d25.1556188!4d121.5526547?hl=zh-TW",陽明山中山樓,4.3,歷史建築,1350.0,, 112091台北市北投區陽明路二段15號,Plus Code: 5H43+63 北投區 台北市,0,0,0,0,星期三、08:45 到 16:30; 星期四、08:45 到 16:30; 星期五、08:45 到 16:30; 星期六、08:45 到 16:30; 星期日、08:45 到 16:30; 星期一、08:45 到 16:30; 星期二、08:45 到 16:30. 隱藏本週營業時間,http://chungshanhall.ntl.edu.tw/, 02 2861 6391,,2022-11-23,a9,"[0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0]",北投區,4,1001-2000,25.1556188,121.5526547,歷史景點
"https://www.google.com.tw/maps/place/%E8%87%AA%E4%BE%86%E6%B0%B4%E5%9C%92%E5%8D%80/@23.546162,120.6402133,8z/data=!4m5!3m4!1s0x3442a98cb364546b:0x14956c373dc7bb9d!8m2!3d25.013284!4d121.5303215?hl=zh-TW",自來水園區,4.3,主題公園/遊樂場,1804.0,, 100台北市中正區思源街1號,Plus Code: 2G7J+84 中正區 台北市,0,0,0,0,星期三、09:00 到 17:00; 星期四、09:00 到 17:00; 星期五、09:00 到 17:00; 星期六、09:00 到 17:00; 星期日、09:00 到 17:00; 星期一、休息; 星期二、09:00 到 17:00. 隱藏本週營業時間,https://waterpark.water.gov.taipei/, 02 8369 5104,,2022-11-23,a10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0]",中正區,4,1001-2000,25.013284,121.5303215,主題公園/遊樂場
